artist,credit_line,display_dimensions,geometry,medium,title,location
"Riley, Cheryl",Artist funded by NEA and Susie Tompkins Buell Foundation,"48"" H X 36"" W X 24""D","-122.3973036,37.7299279","Maple, Clay, Glass, Bone, Horn, Ceramic Beads, Dutch gold leaf",On Target Podium,
"Riley, Cheryl",Art enrichment funded in part by the Susie Tompkins Buell Foundation,,"-122.399247,37.729805",Bronze,Indian Spoon Sconces,"345 Williams Ave
"
"Riley, Cheryl",Art enrichment for Bayview Police Station,"24"" H X 20"" W X 5 3/4"" D","-122.3973036,37.7299279","Copper, Lacquer paint, Electrical wiring",Maasai Warrior Shield Light Sconces,
"Riley, Cheryl",Gift of the artist to the San Francisco Police Department,,"-122.399247,37.729805",bronze,Indian Spoon Sconces,"345 Williams Ave
"
"Riley, Cheryl",Art enrichment for Bayview Police Station,30',"-122.4194155,37.7749295",custom pre-cast concrete with integral color,Akamba Inlay Floor,
"Riley, Cheryl",Art enrichment for the Bayview Police Station,"11' 6"" H X 66"" (dia)","-122.3973036,37.7299279","Custom pre-cast concrete with integral color, crystals and minerals",Granary Bobo Bench,
"Rios, Michael",Purchased by the San Francisco Arts Commission for the San Francisco General Hospital.,"96 X 240""","-122.4044431,37.7557795",Mosaic-tile,Untitled,
"Rivera, Diego",Property of San Francisco City College,"22' H X 73' 9"" W","-122.4508478,37.72568589999999",Fresco,Marriage of the Artistic Expression of the North and South of this Continent,
"Rivera, Gustavo",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"66"" H X 75"" W","-122.389979,37.615223",Acrylic on canvas,"Azul, Azul Y Hacer",
"Rivera, Gustavo",Purchased by the San Francisco Art Commission for the Moscone Convention Center,"60"" H X 120"" W","-122.433021,37.801262","Acrylic, charcoal, cardboard on linen mounted on board",Untitled,
"Roberts, Kent",,,"-122.433021,37.801262",stainless steel and concrete,Passage,
"Rodin, Auguste",Memorial to Raphael Weill by the people of San Francisco.,"7 1/2"" H X 6' W; Base 8' H","-122.4194155,37.7749295",Bronze statue with granite base,The Three Shades,
"Rodin, Auguste",,,"-122.4194155,37.7749295",Bronze,The Thinker,
"Rodriguez, Isis",,,"-122.4194155,37.7749295",,Untitled [Rolph Playground],
"Rodriguez, Isis",,,"-122.4194155,37.7749295",,Los Ninos del Sol,
"Rodriguez, Isis",,,"-122.4194155,37.7749295",,Untitled [Potrero Del Sol Park],
"Rojas, Clare",,,"-122.389979,37.615223",Paint and pigmented ink,Blue Deer,
"Ross, Charles",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"-122.389979,37.615223",Abrasian-resistant acrylic prisms,Light Lines,
"Runyon, Hal Bayard",Gift of the Sailors Union of the Pacific.,"2 1/2' H sculpture on 9 1/2"" H shaft","-122.3943387,37.7976769",Bronze,Andrew Furuseth (1854-1938),
"Saltos, Elizabeth",Commissioned for art enrichment for Firestation #44,7 1/2' H X 20' W,"-122.4001425,37.7165812",painted aluminum,Diagonal Relief,"1298 Girard Ave
"
"Sarantitis, Joshua",Commissioned by the San Francisco Art Commission for the Recreation and Park Department.,Wall length is approx. 30',"-122.4194155,37.7749295",glazed ceramic tile,The Child Sees: Big Snail Fish,
"Sato, Norie",Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,,"-122.389979,37.615223",,Air Over Under ,
"Saulls, Vicki",,,"-122.4122163,37.8024531",,Locus,
"Saulls, Vicki",,,"-122.4122163,37.8024531",,Nuotatori,
"Saulls, Vicki Ann",,15 3/4 in. x 15 3/4 in. x 1 1/2 in.,"-122.4365358,37.7598405",cast concrete,Welcome Hands,
"Saulls, Vicki Ann",,30 in. x 120 in. x 4 in.,"-122.4365358,37.7598405",cold-cast bronze and aluminum,From the Heart Outwards,
"Saulls, Vicky",,,"-122.4571623,37.7683778",Cast concrete aggregate,Untitled [group of animals],
"Saunders, Raymond",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"76"" H X 79"" W","-122.389979,37.615223",Mixed media on canvas,Letter's Missing,
"Scheuer, Suzanne",Commissioned for Coit Tower,,"-122.4058194,37.8023686",Fresco,Newsgathering,
"Schmid, Rupert",Gift of a committee of citizens headed by Congressman O'Connor,,"-122.4666711,37.7703537",Bronze,General Ulysses Simpson Grant (1822-1885),
"Schnier, Jacques",Placed in 1932 by the Commonwealth Club of California and Pacific Telephone and Telegraph Co.,"30"" X 41"" L","-122.4048711,37.7906482",Bronze,California Theater Plaque,"444 Bush St
"
"Schweigardt, Frederick W.",Commissioned by the Golden Gate Bridge and Highway District.,,"-122.4194155,37.7749295",Bronze,Joseph B. Strauss (1870-1938) Memorial,
"Scuri, Vicki",Commissioned by the San Francisco Art Commission for the New Sheriff's Facility.,"18"" pavers throughout exterior entrance and interior lobby","-122.4194155,37.7749295",Cast concrete and tile,Sheriff Star Plaza,
"Segal, George",Commissioned by the Mayor's Committee for a Memorial to the Six Million Victims of the Holocaust,66 in. x 144 in. x 144 in.,"-122.5056701,37.78773899999999",Cast and painted bronze and wire,The Holocaust,
"Selinger, Paul",Purchased with funds donated by Levi Strauss & Co for the Bush Street Sculpture Playground.,,"-122.4425216,37.7856501",,Untitled,
"Sells, Raymond",Purchased by the San Francisco Art Commission for the Hall of Justice.,"30"" H; 7' in diameter each","-122.4194155,37.7749295",Cast aggregate,Untitled (Planter),
"Sells, Raymond",Purchased by the San Francisco Art Commission for the Hall of Justice.,,"-122.403768,37.775252",Cast aggregate,Untitled (Planter),
"Serlin, Merle Axelrad",,43 in. x 50 in.,"-122.4556651,37.7478586",Fabric collage with canvas backing,Bay Area Foothills,
"Serlin, Merle Axelrad",,43 in. x 50 in.,"-122.4556651,37.7478586",Fabric collage on canvas backing,Cliffs at Land's End,
"Serlin, Merle Axelrad",,48 in. x 50 in.,"-122.4556651,37.7478586",Fabric collage,Marin Headlands,
"Shaw, Richard",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,63 in. x 21 in. x 16 in.,"-122.389979,37.615223",Porcelain,Martha H.,
"Shields-Clarke, Thomas",Gift of M.H. DeYoung and the California Midwinter Fair Commission,,"-122.4666711,37.7703537",Bronze,The Cider Press,
"Shively, Evan",Commissioned for art enrichment of the Skilled Mental Health Facility,,"-122.4044431,37.7557795",redwood,Untitled,
"Shuler, Dustin",Purchased by the San Francisco Art Commission for the Moscone Parking Garage,11' H X 15' W approx.,"-122.3994074,37.784337",Painted steel,Spider Pelt,
"Shum, Hilda",Purchased by the San Francisco Art Commission for the Mental Health Rehabilitation Facility,,"-122.4194155,37.7749295",Aluminum sculpture with mosaic base,Fish Tale,
"Shunkai, Bundo",Gift of Mike Iwasaki to commemorate peace and amity between the U.S. and Japan.,,"-122.5056701,37.78773899999999",Black granite,Peace Monument,
"Slusky, Joseph",Purchased by the San Francisco Art Commission for the Millbrae Water Plant,"123"" H X 103"" W X 144""D","-122.4194155,37.7749295",Acrylic lacquer paint on steel,Calypso,
"Smith, Anthony",Purchased by the San Francisco Art Commission for the Father Alfred Boeddecker Park,,"-122.4122163,37.7842914",Bronze,Untitled,
"Smith, Hassel",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"-122.389979,37.615223",Oil,Metamorphosis,
"Smith, Owen",,,"-122.4556651,37.7478586",Ceramic tile mosaic,Building the Iron Horse,
"Smith, Owen",,,"-122.4556651,37.7478586",Ceramic tile mosaic,Building the Iron Horse,
"Smith, Owen",,,"-122.4556651,37.7478586",Ceramic tile mosaic,Building the Iron Horse,
"Smith, Owen",,,"-122.4556651,37.7478586",Ceramic tile mosaic,Building the Iron Horse,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",Glass,Untitled [mosaics],
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",,,
"Smith, Owen",,,"-122.4556651,37.7478586",GFRC,Untitled [Sculpture Reliefs],
"Snyder, Dan",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"8' H X 30"" W approx.","-122.389979,37.615223",Polyurethane paint on aluminum,"Welcome North, Welcome South, Welcome East, Welcome West",
"Sonnier, Keith",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,,"-122.389979,37.615223","Neon, Argon and Fluorescent lighting",Ceiling Flood,
"Sowers, Charles",Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,144 in. x 150 in. x 12 in.,"-122.389979,37.615223","Mechanical butterflies, motors and custom electronics",Butterfly Wall,
"Sproat, Christopher Townsend",Commissioned by the San Francisco Art Commission for the Ellis O'Farrell Parking Corporation.,275' L X 5' W,"-122.4194155,37.7749295","Painted aluminum, stainless steel, fluorescent light and wood feet",Spine,
"Stackpole, Ralph",Gift of the San Francisco Bar Association,"Life size Head on a granite shaft 5' 6"" H","-122.4184094,37.7793133",Bronze,James M. Seawell (1836-1917),
"Stackpole, Ralph",Commissioned for Coit Tower,10' X 36',"-122.4058194,37.8023686",Fresco,Industries of California,
"Stackpole, Ralph",,"16"" granite head on 4' H wooden pedestal","-122.138582,38.017438",Granite,Edmund Godchaux (1849-1939),
"Stackpole, Ralph",WPA Mural Project for Washington High School,66 in. x 324 in.,"-122.4194155,37.7749295",Fresco panel,Contemporary Education,
"Stellon, Anthony",Gift to the City from Mayor Alioto,"95 "" X 264 "" main mural 160"" Wide; side panels 52"" Wide each","-122.4194155,37.7749295",Tessere tile mosaic,The Brotherhood of Man,
"Stern, Jan Peter",Purchased by the San Francisco Art Commission for the Golden Gateway Plaza,,"-122.3991803,37.7953907",Aluminum,Limits of Horizon II,
"Story, William Wetmore",Gift of James Lick to the City of San Francisco,,"-122.4666711,37.7703537","Bronze, travertine and marble",Francis Scott Key (1780-1843),
"Stutz, Michael",,,"-122.389979,37.615223",,Cardboard Kore,
"Tamayo, Rufino",Purchased by the San Francisco Art Commission for the San Francisco International Airport,384 in. x 120 in. x 144 in.,"-122.389979,37.615223",Paint,"Conquest of Space, 1983",
"Tchakalian, Sam",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"48"" H X 96"" W","-122.389979,37.615223",Oil on canvas,Hitwood,
"Telcocci, Gina",,,"-122.3976046,37.759961",Mixed Media ,here and past here,
"Templeton, Mark",Purchased by the San Francisco Art Commission for the Hall of Justice,,"-122.4158597,37.7791811",Paper construction/watercolor and ink,85194,
"Terada, Edward Takeo",Commissioned for Coit Tower,9' X 10',"-122.4058194,37.8023686",Fresco,Sports,
"Thiebaud, Wayne",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"60"" H X 48"" W","-122.389979,37.615223",Oil on canvas,18th Street Downgrade,
"Tilden, Douglas",Gift of James Mervyn Donahue,15' H; granite base is 6 1/2' H,"-122.3994649,37.7907874",Bronze,Mechanics Monument (Peter Donahue-1829-1885),
"Tilden, Douglas",Gift of James D. Phelan,over life size figure atop a 24' granite shaft,"-122.4020066,37.7887757",Bronze and granite,Native Sons Monument (Admission Day Monument),
"Tilden, Douglas",Gift of James Mervyn Donahue,,"-122.3994649,37.7907874",Bronze,Mechanics Monument (Peter Donahue-1829-1885),
"Tilden, Douglas",Acquired in 1892 Gift of James D. Phelan,,"-122.4825878,37.7700645",Bronze,Ball Thrower,
"Tilden, Douglas",Gift of James D. Phelan,6' H,"-122.4666711,37.7703537",Bronze,Padre Junipero Serra (1713-1784),
"Tilden, Douglas",Funds raised by popular subscription,12' H X 10' W on 10' granite base,"-122.4267119,37.7691599",Bronze,"California Volunteers, Spanish American War, 1898",
"Torlakson, James",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"42 3/4"" H X 68"" W","-122.389979,37.615223",Oil on canvas,Behind Ted McCann's Garage,
"True, Laurel",,,"-122.4573634,37.7240936",glazed ceramic tile,Sun Spheres,
"Uehara, Kinji","Gift of Nagoya, Japan to the San Francisco Art Commission",,"-122.389979,37.615223",Oil,The Red Horizon,
Vaea,Purchased by the San Francisco Art Commission for Health Center #3,"34"" H X 74"" W","-122.4059739,37.7323428",Cement,Untitled,
Vaea,Purchased by the San Francisco Art Commission for Health Center #3,"30"" H X 60"" W","-122.4059739,37.7323428",Cement,Untitled,
"Vaillancourt, Armand",Commissioned for the Embarcadero Plaza by the Redevelopment Agency and the San Francisco Art Commission,30' H,"-122.3945938,37.7948985",pre-cast aggregate concrete hollow-core boxes,The Embarcadero Fountain,
VanDenberge,Purchased by the San Francisco Art Commission for Christopher Park.,,"-122.4404504,37.7436619",ceramic tile,Untitled,"5210 Diamond Heights Blvd
"
"VanDenberge, Peter",Purchased by the San Francisco Art Commission for the Hall of Flowers at Golden Gate Park.,,"-122.4194155,37.7749295",Glazed ceramic tile,Garden of Alice,
"VanDenberge, Peter",Purchased by the San Francisco Art Commission for San Francisco City College.,5' H X 8' W,"-122.451725,37.7277894",Ceramic relief tile,Jungle Scenes,
"Vidar, Frede",Commissioned for Coit Tower,,"-122.4058194,37.8023686",Fresco,Department Store,
"Villamor, Manuel",Purchased by the San Francisco Arts Commission for the San Francisco General Hospital,96 in. x 240 in.,"-122.4044431,37.7557795",Mosaic mural,Untitled,
"Villamor, Manuel",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"40"" H X 30"" W","-122.389979,37.615223",Acrylic on canvas,Untitled,
"Villegas, Victor Hugo Barranechea",Gift of the President of Venezuela to the City of San Francisco.,25' H,"-110.9987805,29.1126824",Bronze,Simon Bolivar,
"Volz, Herman",Commissioned for San Francisco City College,50' H X 45' W,"-122.451725,37.7277894",Mosaic,Education (Organic and Inorganic Science),
"VonMeyer, Michael",Purchased by the San Francisco Art Commission for Fleishhacker Park.,"5'6"" tall","-122.4571623,37.7683778",Indiana limestone,The Child,
"Voulkos, Peter",Commissioned for the Hall of Justice,360 in. x 480 in.,"-122.4194155,37.7749295",Bronze,Untitled,
"Wagner, Catherine",,,"-122.4194155,37.7749295",porcelain enamel,Swimmer's Waves,
"Walburg, Gerald",Purchased by the San Francisco Art Commission for the San Francisco General Hospital,"120"" H X 300"" W X 96""D","-122.4044431,37.7557795",Corten steel,Stiff Loops (Loop IV),
"Walter, Edgar",Commissioned by the architect upon construction of the Steinhart Aquarium.,"24"" in diameter","-122.4661846,37.7699161",Bronze,Ignatz and Sigmund Steinhart (1840-1917),
"Washington, Horace",,,"-122.4348103,37.7842191",Glazed ceramic tile,Untitled,"1900 Geary Blvd
"
"Washington, Horace",Purchased by the San Francisco Art Commission for the Northern Police Station.,"36"" H X 96"" W X 2 3/4"" D","-122.4194155,37.7749295",Cast concrete wall relief,Untitled,
"Wehrle, John",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for the San Francisco Public Library.,,"-122.4659468,37.7142194","Acrylic paint, glazed ceramic tile, linoleum and polystyrene",Words Fly Away,"345 Randolph St
"
"Wessels, Glenn",Works Progress Administration,,"-122.4556651,37.7478586",Pigment grounds in linseed oil,"Fire, Earth, Water, Air, The Professions",
"Wight, Clifford",Commissioned for Coit Tower,10' X 4',"-122.4058194,37.8023686",Fresco,Farmer and Cowboy,
"Wight, Clifford",Commissioned for Coit Tower,10' X 4',"-122.4058194,37.8023686",Fresco,Surveyor and Steelworker,
"Wiley, William",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,,"-122.389979,37.615223","Acrylic, pencil and paper",Void,
"Wong, Al",Commissioned for Fire Station #2 by SF Art Commission,,"-122.4194155,37.7749295","ceramic, glass, plexiglass, neon",Light Clouds,
"Wonner, Paul",Purchased by the San Francisco Art Commission for the Moscone Center,,"-122.433021,37.801262",Acrylic,Souvenir of San Francisco,
Wowhaus,,,"-122.4194155,37.7749295",Bronze,Sunnyside Menagerie,"236 Monterey Blvd
"
"Yung, Rene",Commissioned by the San Francisco Art Commission for Chinatown Branch of S.F. Public Library,,"-122.4098394,37.7952221","Copper, copper leaf, aluminum, and lighting",Take Root,"1135 Powell St
"
"Zajac, Jack",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"95"" H X 8 1/2"" W X 8 1/2"" D","-122.389979,37.615223",Bronze with granite base,Falling Water Santa Cruz II,
"Zakheim, Bernard Baruch",Commissioned for Coit Tower,,"-122.4058194,37.8023686",Fresco,Library,
"Zed, Dana",,,"-122.4194155,37.7749295",glass and stainless steel,California Wildflowers,
"Zoell, Bob",,,"-122.389979,37.615223",Frosted glass,Untitled [frosted glass panels],
